capital	Peru
capital	Peru
capital	Peru
capital	Iraq
capital	Iraq
capital	Iraq
capital	Ziqi
capital	Ziqi
capital	Ziqi
capital	Iran
capital	Iran
capital	Iran
capital	Anga
capital	Anga
capital	Anga
capital	Tyrol
capital	Tyrol
capital	Tyrol
capital	India
capital	India
capital	India
capital	Akyem
capital	Akyem
capital	Akyem
capital	Spain
capital	Spain
capital	Spain
capital	China
capital	China
capital	China
capital	Chile
capital	Chile
capital	Chile
capital	Italy
capital	Italy
capital	Italy
capital	Japan
capital	Japan
capital	Japan
capital	Egypt
capital	Egypt
capital	Egypt
capital	Kenya
capital	Kenya
capital	Kenya
capital	Mexico
capital	Mexico
capital	Mexico
capital	Brazil
capital	Brazil
capital	Brazil
capital	Davaka
capital	Davaka
capital	Davaka
capital	Angola
capital	Angola
capital	Angola
capital	Sweden
capital	Sweden
capital	Sweden
capital	Poland
capital	Poland
capital	Poland
capital	Canada
capital	Canada
capital	Canada
capital	Russia
capital	Russia
capital	Russia
capital	Norway
capital	Norway
capital	Norway
capital	France
capital	France
capital	France
capital	Rheged
capital	Rheged
capital	Rheged
capital	Agnéby
capital	Agnéby
capital	Agnéby
capital	Greece
capital	Greece
capital	Greece
capital	Alaska
capital	Alaska
capital	Alaska
capital	Turkey
capital	Turkey
capital	Turkey
capital	Austria
capital	Austria
capital	Austria
capital	Vietnam
capital	Vietnam
capital	Vietnam
capital	Andorra
capital	Andorra
capital	Andorra
capital	Agenais
capital	Agenais
capital	Agenais
capital	Hungary
capital	Hungary
capital	Hungary
capital	Belgium
capital	Belgium
capital	Belgium
capital	Ukraine
capital	Ukraine
capital	Ukraine
capital	Armenia
capital	Armenia
capital	Armenia
capital	Ardalan
capital	Ardalan
capital	Ardalan
capital	Thracia
capital	Thracia
capital	Thracia
capital	Ayrarat
capital	Ayrarat
capital	Ayrarat
capital	Algeria
capital	Algeria
capital	Algeria
capital	Germany
capital	Germany
capital	Germany
capital	Albania
capital	Albania
capital	Albania
capital	Arizona
capital	Arizona
capital	Arizona
capital	Ireland
capital	Ireland
capital	Ireland
capital	Romania
capital	Romania
capital	Romania
capital	Nigeria
capital	Nigeria
capital	Nigeria
capital	Finland
capital	Finland
capital	Finland
capital	Denmark
capital	Denmark
capital	Denmark
capital	Dahomey
capital	Dahomey
capital	Dahomey
capital	Karystia
capital	Karystia
capital	Karystia
capital	Artuqids
capital	Artuqids
capital	Artuqids
capital	Palistin
capital	Palistin
capital	Palistin
capital	Thailand
capital	Thailand
capital	Thailand
capital	Portugal
capital	Portugal
capital	Portugal
capital	Wajihids
capital	Wajihids
capital	Wajihids
capital	Mukriyan
capital	Mukriyan
capital	Mukriyan
capital	Arminiya
capital	Arminiya
capital	Arminiya
capital	Colombia
capital	Colombia
capital	Colombia
capital	Kenghkam
capital	Kenghkam
capital	Kenghkam
capital	Malaysia
capital	Malaysia
capital	Malaysia
capital	Mentuhui
capital	Mentuhui
capital	Mentuhui
capital	Indonesia
capital	Indonesia
capital	Indonesia
capital	Kamalanka
capital	Kamalanka
capital	Kamalanka
capital	Dachanghe
capital	Dachanghe
capital	Dachanghe
capital	Argentina
capital	Argentina
capital	Argentina
capital	Glywysing
capital	Glywysing
capital	Glywysing
capital	Königsegg
capital	Königsegg
capital	Königsegg
capital	Singapore
capital	Singapore
capital	Singapore
capital	Australia
capital	Australia
capital	Australia
capital	Shaddadids
capital	Shaddadids
capital	Shaddadids
capital	Atropatene
capital	Atropatene
capital	Atropatene
capital	Qaasuitsup
capital	Qaasuitsup
capital	Qaasuitsup
capital	Yamanadvipa
capital	Yamanadvipa
capital	Yamanadvipa
capital	Shah-Armens
capital	Shah-Armens
capital	Shah-Armens
capital	Gawirkayeti
capital	Gawirkayeti
capital	Gawirkayeti
capital	Kulhulmcilh
capital	Kulhulmcilh
capital	Kulhulmcilh
capital	Netherlands
capital	Netherlands
capital	Netherlands
capital	Mangurayeti
capital	Mangurayeti
capital	Mangurayeti
capital	Brycheiniog
capital	Brycheiniog
capital	Brycheiniog
capital	Afghanistan
capital	Afghanistan
capital	Afghanistan
capital	Switzerland
capital	Switzerland
capital	Switzerland
capital	Philippines
capital	Philippines
capital	Philippines
capital	Haripuñjaya
capital	Haripuñjaya
capital	Haripuñjaya
capital	Praevalitana
capital	Praevalitana
capital	Praevalitana
capital	Waldburg-Zeil
capital	Waldburg-Zeil
capital	Waldburg-Zeil
capital	Aram-Damascus
capital	Aram-Damascus
capital	Aram-Damascus
capital	Saxe-Lauenburg
capital	Saxe-Lauenburg
capital	Saxe-Lauenburg
capital	Untermainkreis
capital	Untermainkreis
capital	Untermainkreis
capital	Lepanto-Bontoc
capital	Lepanto-Bontoc
capital	Lepanto-Bontoc
capital	Beresteishchyna
capital	Beresteishchyna
capital	Beresteishchyna
capital	Waldburg-Waldsee
capital	Waldburg-Waldsee
capital	Waldburg-Waldsee
capital	Pomerania-Wolgast
capital	Pomerania-Wolgast
capital	Pomerania-Wolgast
capital	Königsegg-Aulendorf
capital	Königsegg-Aulendorf
capital	Königsegg-Aulendorf
capital	Saxe-Coburg-Eisenach
capital	Saxe-Coburg-Eisenach
capital	Saxe-Coburg-Eisenach
capital	Hohenzollern-Hechingen
capital	Hohenzollern-Hechingen
capital	Hohenzollern-Hechingen
capital	Sayn-Wittgenstein-Berleburg
capital	Sayn-Wittgenstein-Berleburg
capital	Sayn-Wittgenstein-Berleburg
capital	Iga ikki
capital	Iga ikki
capital	Iga ikki
capital	Chen Han
capital	Chen Han
capital	Chen Han
capital	Nad Odrą
capital	Nad Odrą
capital	Nad Odrą
capital	Ngưu Hống
capital	Ngưu Hống
capital	Ngưu Hống
capital	Gau Baden
capital	Gau Baden
capital	Gau Baden
capital	Muli State
capital	Muli State
capital	Muli State
capital	Hồ dynasty
capital	Hồ dynasty
capital	Hồ dynasty
capital	Ba (state)
capital	Ba (state)
capital	Ba (state)
capital	Banu Ilyas
capital	Banu Ilyas
capital	Banu Ilyas
capital	Rai dynasty
capital	Rai dynasty
capital	Rai dynasty
capital	South Korea
capital	South Korea
capital	South Korea
capital	Cibao State
capital	Cibao State
capital	Cibao State
capital	Gau Hamburg
capital	Gau Hamburg
capital	Gau Hamburg
capital	New Zealand
capital	New Zealand
capital	New Zealand
capital	Akpakip Oro
capital	Akpakip Oro
capital	Akpakip Oro
capital	Tír Eoghain
capital	Tír Eoghain
capital	Tír Eoghain
capital	Couto Misto
capital	Couto Misto
capital	Couto Misto
capital	Nogai Horde
capital	Nogai Horde
capital	Nogai Horde
capital	Mito Domain
capital	Mito Domain
capital	Mito Domain
capital	Degar State
capital	Degar State
capital	Degar State
capital	Yin Kingdom
capital	Yin Kingdom
capital	Yin Kingdom
capital	Oron Nation
capital	Oron Nation
capital	Oron Nation
capital	Saudi Arabia
capital	Saudi Arabia
capital	Saudi Arabia
capital	Morea Eyalet
capital	Morea Eyalet
capital	Morea Eyalet
capital	Sial dynasty
capital	Sial dynasty
capital	Sial dynasty
capital	Kart dynasty
capital	Kart dynasty
capital	Kart dynasty
capital	Dian kingdom
capital	Dian kingdom
capital	Dian kingdom
capital	Later Sabeol
capital	Later Sabeol
capital	Later Sabeol
capital	South Africa
capital	South Africa
capital	South Africa
capital	Cretan State
capital	Cretan State
capital	Cretan State
capital	Öland County
capital	Öland County
capital	Öland County
capital	Bačka Oblast
capital	Bačka Oblast
capital	Bačka Oblast
capital	French Congo
capital	French Congo
capital	French Congo
capital	Makrai State
capital	Makrai State
capital	Makrai State
capital	Bhajji State
capital	Bhajji State
capital	Bhajji State
capital	Spanish Oran
capital	Spanish Oran
capital	Spanish Oran
capital	Amt Bilstein
capital	Amt Bilstein
capital	Amt Bilstein
capital	Mana dynasty
capital	Mana dynasty
capital	Mana dynasty
capital	Zulu Kingdom
capital	Zulu Kingdom
capital	Zulu Kingdom
capital	Uniara Jagir
capital	Uniara Jagir
capital	Uniara Jagir
capital	Kehsi Mansam
capital	Kehsi Mansam
capital	Kehsi Mansam
capital	Bihar County
capital	Bihar County
capital	Bihar County
capital	Malayan Union
capital	Malayan Union
capital	Malayan Union
capital	Hotak dynasty
capital	Hotak dynasty
capital	Hotak dynasty
capital	United States
capital	United States
capital	United States
capital	Humska zemlja
capital	Humska zemlja
capital	Humska zemlja
capital	Bichi Emirate
capital	Bichi Emirate
capital	Bichi Emirate
capital	Oulu Province
capital	Oulu Province
capital	Oulu Province
capital	Khasa Kingdom
capital	Khasa Kingdom
capital	Khasa Kingdom
capital	Patola Shahis
capital	Patola Shahis
capital	Patola Shahis
capital	Waiapu County
capital	Waiapu County
capital	Waiapu County
capital	Guiyi Circuit
capital	Guiyi Circuit
capital	Guiyi Circuit
capital	Mawkmai State
capital	Mawkmai State
capital	Mawkmai State
capital	Gujarat Subah
capital	Gujarat Subah
capital	Gujarat Subah
capital	Waimea County
capital	Waimea County
capital	Waimea County
capital	Tselinny Krai
capital	Tselinny Krai
capital	Tselinny Krai
capital	Ugocsa County
capital	Ugocsa County
capital	Ugocsa County
capital	Ngoni Kingdom
capital	Ngoni Kingdom
capital	Ngoni Kingdom
capital	Siberian Krai
capital	Siberian Krai
capital	Siberian Krai
capital	Mongpan State
capital	Mongpan State
capital	Mongpan State
capital	Pannonia Prima
capital	Pannonia Prima
capital	Pannonia Prima
capital	Waimate County
capital	Waimate County
capital	Waimate County
capital	Abhira dynasty
capital	Abhira dynasty
capital	Abhira dynasty
capital	Damodar Sekhar
capital	Damodar Sekhar
capital	Damodar Sekhar
capital	United Kingdom
capital	United Kingdom
capital	United Kingdom
capital	Labin Republic
capital	Labin Republic
capital	Labin Republic
capital	Bauchi Emirate
capital	Bauchi Emirate
capital	Bauchi Emirate
capital	Lunavada State
capital	Lunavada State
capital	Lunavada State
capital	Middle Francia
capital	Middle Francia
capital	Middle Francia
capital	Akyem Kingdoms
capital	Akyem Kingdoms
capital	Akyem Kingdoms
capital	Waikato County
capital	Waikato County
capital	Waikato County
capital	Davaka kingdom
capital	Davaka kingdom
capital	Davaka kingdom
capital	Amurru kingdom
capital	Amurru kingdom
capital	Amurru kingdom
capital	Safavid Talish
capital	Safavid Talish
capital	Safavid Talish
capital	Western Beylik
capital	Western Beylik
capital	Western Beylik
capital	British Guinea
capital	British Guinea
capital	British Guinea
capital	Khmer Republic
capital	Khmer Republic
capital	Khmer Republic
capital	Kalmyk Khanate
capital	Kalmyk Khanate
capital	Kalmyk Khanate
capital	Varman dynasty
capital	Varman dynasty
capital	Varman dynasty
capital	Lagunes Region
capital	Lagunes Region
capital	Lagunes Region
capital	Czech Republic
capital	Czech Republic
capital	Czech Republic
capital	Idrisid dynasty
capital	Idrisid dynasty
capital	Idrisid dynasty
capital	Lazistan Sanjak
capital	Lazistan Sanjak
capital	Lazistan Sanjak
capital	Hoysala Kingdom
capital	Hoysala Kingdom
capital	Hoysala Kingdom
capital	Gajapati Empire
capital	Gajapati Empire
capital	Gajapati Empire
capital	Trencsén County
capital	Trencsén County
capital	Trencsén County
capital	Velizhsky Uyezd
capital	Velizhsky Uyezd
